payload-0,B,7.0030,1746420153.1160262
payload-0,C,7.0045,1746420153.1160262
payload-0,D,14.0030,1746420153.1160262
payload-0,E,14.0045,1746420153.1160262
payload-1,B,8.0030,1746420153.175327
payload-1,C,8.0045,1746420153.175327
payload-1,D,14.0030,1746420153.175327
payload-1,E,14.0045,1746420153.175327
payload-2,B,9.0030,1746420153.228086
payload-2,C,9.0045,1746420153.228086
payload-2,D,14.0030,1746420153.228086
payload-2,E,14.0045,1746420153.228086
payload-3,B,10.0030,1746420153.283069
payload-3,C,10.0045,1746420153.283069
payload-3,D,14.0030,1746420153.283069
payload-3,E,14.0045,1746420153.283069
payload-4,B,11.0030,1746420153.3399942
payload-4,C,11.0045,1746420153.3399942
payload-4,D,14.0030,1746420153.3399942
payload-4,E,14.0045,1746420153.3399942
payload-5,B,12.0030,1746420153.395404
payload-5,C,18.0120,1746420153.395404
payload-5,D,14.0030,1746420153.395404
payload-5,E,14.0045,1746420153.395404
payload-6,B,13.0030,1746420153.450101
payload-6,C,18.0120,1746420153.450101
payload-6,D,15.0030,1746420153.450101
payload-6,E,14.0045,1746420153.450101
payload-7,B,14.0030,1746420153.5071082
payload-7,C,18.0120,1746420153.5071082
payload-7,D,15.0030,1746420153.5071082
payload-7,E,15.0045,1746420153.5071082
payload-8,B,15.0030,1746420153.5628102
payload-8,C,18.0120,1746420153.5628102
payload-8,D,16.0030,1746420153.5628102
payload-8,E,15.0045,1746420153.5628102
payload-9,B,16.0030,1746420153.619553
payload-9,C,18.0120,1746420153.619553
payload-9,D,16.0030,1746420153.619553
payload-9,E,16.0045,1746420153.619553
payload-10,B,17.0030,1746420153.67614
payload-10,C,18.0120,1746420153.67614
payload-10,D,17.0030,1746420153.67614
payload-10,E,16.0045,1746420153.67614
payload-11,B,18.0030,1746420153.728794
payload-11,C,18.0120,1746420153.728794
payload-11,D,17.0030,1746420153.728794
payload-11,E,17.0045,1746420153.728794
payload-12,B,18.0030,1746420153.78087
payload-12,C,18.0120,1746420153.78087
payload-12,D,18.0030,1746420153.78087
payload-12,E,18.0045,1746420153.78087
payload-13,B,19.0030,1746420153.835361
payload-13,C,18.0120,1746420153.835361
payload-13,D,19.0030,1746420153.835361
payload-13,E,18.0045,1746420153.835361
payload-14,B,19.0030,1746420153.89295
payload-14,C,19.0120,1746420153.89295
payload-14,D,19.0030,1746420153.89295
payload-14,E,19.0045,1746420153.89295
payload-15,B,20.0030,1746420153.953495
payload-15,C,19.0120,1746420153.953495
payload-15,D,20.0030,1746420153.953495
payload-15,E,19.0045,1746420153.953495
payload-16,B,20.0030,1746420154.007266
payload-16,C,20.0120,1746420154.007266
payload-16,D,20.0030,1746420154.007266
payload-16,E,30.0075,1746420154.007266
payload-17,B,20.0030,1746420154.0653949
payload-17,C,21.0120,1746420154.0653949
payload-17,D,21.0030,1746420154.0653949
payload-17,E,30.0075,1746420154.0653949
payload-18,B,20.0030,1746420154.117749
payload-18,C,22.0120,1746420154.117749
payload-18,D,22.0030,1746420154.117749
payload-18,E,30.0075,1746420154.117749
payload-19,B,20.0030,1746420154.174551
payload-19,C,23.0120,1746420154.174551
payload-19,D,23.0030,1746420154.174551
payload-19,E,30.0075,1746420154.174551
payload-20,B,20.0030,1746420154.228883
payload-20,C,24.0120,1746420154.228883
payload-20,D,24.0030,1746420154.228883
payload-20,E,30.0075,1746420154.228883
payload-21,B,20.0030,1746420154.285867
payload-21,C,25.0120,1746420154.285867
payload-21,D,25.0030,1746420154.285867
payload-21,E,30.0075,1746420154.285867
payload-22,B,20.0030,1746420154.342595
payload-22,C,26.0120,1746420154.342595
payload-22,D,26.0030,1746420154.342595
payload-22,E,30.0075,1746420154.342595
payload-23,B,20.0030,1746420154.399426
payload-23,C,27.0120,1746420154.399426
payload-23,D,27.0030,1746420154.399426
payload-23,E,30.0075,1746420154.399426
payload-24,B,20.0030,1746420154.4563358
payload-24,C,28.0120,1746420154.4563358
payload-24,D,28.0030,1746420154.4563358
payload-24,E,30.0075,1746420154.4563358
payload-25,B,20.0030,1746420154.513067
payload-25,C,29.0120,1746420154.513067
payload-25,D,29.0030,1746420154.513067
payload-25,E,30.0075,1746420154.513067
payload-26,B,20.0030,1746420154.570168
payload-26,C,30.0120,1746420154.570168
payload-26,D,30.0030,1746420154.570168
payload-26,E,30.0075,1746420154.570168
payload-27,B,20.0030,1746420154.627264
payload-27,C,30.0120,1746420154.627264
payload-27,D,31.0030,1746420154.627264
payload-27,E,31.0075,1746420154.627264
payload-28,B,20.0030,1746420154.684663
payload-28,C,31.0120,1746420154.684663
payload-28,D,62.0120,1746420154.684663
payload-28,E,31.0075,1746420154.684663
payload-29,B,20.0030,1746420154.742551
payload-29,C,32.0120,1746420154.742551
payload-29,D,62.0120,1746420154.742551
payload-29,E,32.0075,1746420154.742551
payload-30,B,20.0030,1746420154.7988732
payload-30,C,33.0120,1746420154.7988732
payload-30,D,62.0120,1746420154.7988732
payload-30,E,33.0075,1746420154.7988732
payload-31,B,20.0030,1746420154.856853
payload-31,C,34.0120,1746420154.856853
payload-31,D,62.0120,1746420154.856853
payload-31,E,34.0075,1746420154.856853
payload-32,B,20.0030,1746420154.9136882
payload-32,C,35.0120,1746420154.9136882
payload-32,D,62.0120,1746420154.9136882
payload-32,E,35.0075,1746420154.9136882
payload-33,B,20.0030,1746420154.970301
payload-33,C,36.0120,1746420154.970301
payload-33,D,62.0120,1746420154.970301
payload-33,E,36.0075,1746420154.970301
payload-34,B,20.0030,1746420155.023726
payload-34,C,37.0120,1746420155.023726
payload-34,D,62.0120,1746420155.023726
payload-34,E,37.0075,1746420155.023726
payload-35,B,20.0030,1746420155.078837
payload-35,C,38.0120,1746420155.078837
payload-35,D,62.0120,1746420155.078837
payload-35,E,38.0075,1746420155.078837
payload-36,B,20.0030,1746420155.1362078
payload-36,C,39.0120,1746420155.1362078
payload-36,D,62.0120,1746420155.1362078
payload-36,E,39.0075,1746420155.1362078
payload-37,B,20.0030,1746420155.1940238
payload-37,C,40.0120,1746420155.1940238
payload-37,D,62.0120,1746420155.1940238
payload-37,E,40.0075,1746420155.1940238
payload-38,B,20.0030,1746420155.252083
payload-38,C,41.0120,1746420155.252083
payload-38,D,62.0120,1746420155.252083
payload-38,E,41.0075,1746420155.252083
payload-39,B,20.0030,1746420155.30976
payload-39,C,42.0120,1746420155.30976
payload-39,D,62.0120,1746420155.30976
payload-39,E,42.0075,1746420155.30976
payload-40,B,20.0030,1746420155.3679638
payload-40,C,43.0120,1746420155.3679638
payload-40,D,62.0120,1746420155.3679638
payload-40,E,43.0075,1746420155.3679638
payload-41,B,20.0030,1746420155.425936
payload-41,C,44.0120,1746420155.425936
payload-41,D,62.0120,1746420155.425936
payload-41,E,44.0075,1746420155.425936
payload-42,B,20.0030,1746420155.483989
payload-42,C,45.0120,1746420155.483989
payload-42,D,62.0120,1746420155.483989
payload-42,E,45.0075,1746420155.483989
payload-43,B,20.0030,1746420155.54159
payload-43,C,98.0180,1746420155.54159
payload-43,D,62.0120,1746420155.54159
payload-43,E,46.0075,1746420155.54159
payload-44,B,20.0030,1746420155.595396
payload-44,C,98.0180,1746420155.595396
payload-44,D,63.0120,1746420155.595396
payload-44,E,47.0075,1746420155.595396
payload-45,B,20.0030,1746420155.6522229
payload-45,C,98.0180,1746420155.6522229
payload-45,D,64.0120,1746420155.6522229
payload-45,E,48.0075,1746420155.6522229
payload-46,B,20.0030,1746420155.705847
payload-46,C,98.0180,1746420155.705847
payload-46,D,65.0120,1746420155.705847
payload-46,E,49.0075,1746420155.705847
payload-47,B,20.0030,1746420155.763007
payload-47,C,98.0180,1746420155.763007
payload-47,D,66.0120,1746420155.763007
payload-47,E,50.0075,1746420155.763007
payload-48,B,20.0030,1746420155.818058
payload-48,C,98.0180,1746420155.818058
payload-48,D,67.0120,1746420155.818058
payload-48,E,51.0075,1746420155.818058
payload-49,B,20.0030,1746420155.872067
payload-49,C,98.0180,1746420155.872067
payload-49,D,68.0120,1746420155.872067
payload-49,E,52.0075,1746420155.872067
payload-50,B,20.0030,1746420155.9301682
payload-50,C,98.0180,1746420155.9301682
payload-50,D,69.0120,1746420155.9301682
payload-50,E,53.0075,1746420155.9301682
payload-51,B,20.0030,1746420155.988621
payload-51,C,98.0180,1746420155.988621
payload-51,D,70.0120,1746420155.988621
payload-51,E,54.0075,1746420155.988621
payload-52,B,20.0030,1746420156.047393
payload-52,C,98.0180,1746420156.047393
payload-52,D,71.0120,1746420156.047393
payload-52,E,55.0075,1746420156.047393
payload-53,B,20.0030,1746420156.103294
payload-53,C,98.0180,1746420156.103294
payload-53,D,72.0120,1746420156.103294
payload-53,E,102.0285,1746420156.103294
payload-54,B,20.0030,1746420156.162187
payload-54,C,99.0180,1746420156.162187
payload-54,D,73.0120,1746420156.162187
payload-54,E,102.0285,1746420156.162187
payload-55,B,20.0030,1746420156.2206678
payload-55,C,100.0180,1746420156.2206678
payload-55,D,74.0120,1746420156.2206678
payload-55,E,102.0285,1746420156.2206678
payload-56,B,20.0030,1746420156.276831
payload-56,C,101.0180,1746420156.276831
payload-56,D,75.0120,1746420156.276831
payload-56,E,102.0285,1746420156.276831
payload-57,B,20.0030,1746420156.335192
payload-57,C,102.0180,1746420156.335192
payload-57,D,76.0120,1746420156.335192
payload-57,E,102.0285,1746420156.335192
payload-58,B,20.0030,1746420156.394505
payload-58,C,103.0180,1746420156.394505
payload-58,D,77.0120,1746420156.394505
payload-58,E,102.0285,1746420156.394505
payload-59,B,20.0030,1746420156.4544058
payload-59,C,103.0180,1746420156.4544058
payload-59,D,78.0120,1746420156.4544058
payload-59,E,103.0285,1746420156.4544058
payload-60,B,20.0030,1746420156.512845
payload-60,C,104.0180,1746420156.512845
payload-60,D,79.0120,1746420156.512845
payload-60,E,103.0285,1746420156.512845
payload-61,B,20.0030,1746420156.572692
payload-61,C,104.0180,1746420156.572692
payload-61,D,80.0120,1746420156.572692
payload-61,E,104.0285,1746420156.572692
payload-62,B,20.0030,1746420156.633124
payload-62,C,105.0180,1746420156.633124
payload-62,D,81.0120,1746420156.633124
payload-62,E,104.0285,1746420156.633124
payload-63,B,20.0030,1746420156.692456
payload-63,C,105.0180,1746420156.692456
payload-63,D,82.0120,1746420156.692456
payload-63,E,105.0285,1746420156.692456
payload-64,B,20.0030,1746420156.7508018
payload-64,C,106.0180,1746420156.7508018
payload-64,D,83.0120,1746420156.7508018
payload-64,E,105.0285,1746420156.7508018
payload-65,B,20.0030,1746420156.8041458
payload-65,C,106.0180,1746420156.8041458
payload-65,D,124.0180,1746420156.8041458
payload-65,E,106.0285,1746420156.8041458
payload-66,B,20.0030,1746420156.860594
payload-66,C,107.0180,1746420156.860594
payload-66,D,124.0180,1746420156.860594
payload-66,E,107.0285,1746420156.860594
payload-67,B,20.0030,1746420156.918474
payload-67,C,108.0180,1746420156.918474
payload-67,D,124.0180,1746420156.918474
payload-67,E,108.0285,1746420156.918474
payload-68,B,20.0030,1746420156.9744508
payload-68,C,109.0180,1746420156.9744508
payload-68,D,124.0180,1746420156.9744508
payload-68,E,109.0285,1746420156.9744508
payload-69,B,20.0030,1746420157.032195
payload-69,C,110.0180,1746420157.032195
payload-69,D,124.0180,1746420157.032195
payload-69,E,110.0285,1746420157.032195
payload-70,B,20.0030,1746420157.08742
payload-70,C,111.0180,1746420157.08742
payload-70,D,124.0180,1746420157.08742
payload-70,E,111.0285,1746420157.08742
payload-71,B,20.0030,1746420157.1408021
payload-71,C,112.0180,1746420157.1408021
payload-71,D,124.0180,1746420157.1408021
payload-71,E,112.0285,1746420157.1408021
payload-72,B,20.0030,1746420157.195405
payload-72,C,113.0180,1746420157.195405
payload-72,D,124.0180,1746420157.195405
payload-72,E,113.0285,1746420157.195405
payload-73,B,20.0030,1746420157.251712
payload-73,C,114.0180,1746420157.251712
payload-73,D,124.0180,1746420157.251712
payload-73,E,114.0285,1746420157.251712
payload-74,B,20.0030,1746420157.3092191
payload-74,C,115.0180,1746420157.3092191
payload-74,D,124.0180,1746420157.3092191
payload-74,E,115.0285,1746420157.3092191
payload-75,B,20.0030,1746420157.36341
payload-75,C,116.0180,1746420157.36341
payload-75,D,124.0180,1746420157.36341
payload-75,E,116.0285,1746420157.36341
payload-76,B,20.0030,1746420157.420819
payload-76,C,117.0180,1746420157.420819
payload-76,D,124.0180,1746420157.420819
payload-76,E,117.0285,1746420157.420819
payload-77,B,20.0030,1746420157.478273
payload-77,C,118.0180,1746420157.478273
payload-77,D,124.0180,1746420157.478273
payload-77,E,118.0285,1746420157.478273
payload-78,B,20.0030,1746420157.5360188
payload-78,C,119.0180,1746420157.5360188
payload-78,D,124.0180,1746420157.5360188
payload-78,E,119.0285,1746420157.5360188
payload-79,B,20.0030,1746420157.593915
payload-79,C,120.0180,1746420157.593915
payload-79,D,124.0180,1746420157.593915
payload-79,E,120.0285,1746420157.593915
payload-80,B,20.0030,1746420157.6513338
payload-80,C,163.0165,1746420157.6513338
payload-80,D,124.0180,1746420157.6513338
payload-80,E,121.0285,1746420157.6513338
payload-81,B,20.0030,1746420157.706482
payload-81,C,163.0165,1746420157.706482
payload-81,D,125.0180,1746420157.706482
payload-81,E,122.0285,1746420157.706482
payload-82,B,20.0030,1746420157.7603111
payload-82,C,163.0165,1746420157.7603111
payload-82,D,126.0180,1746420157.7603111
payload-82,E,123.0285,1746420157.7603111
payload-83,B,20.0030,1746420157.8177788
payload-83,C,163.0165,1746420157.8177788
payload-83,D,127.0180,1746420157.8177788
payload-83,E,124.0285,1746420157.8177788
payload-84,B,20.0030,1746420157.8720179
payload-84,C,163.0165,1746420157.8720179
payload-84,D,128.0180,1746420157.8720179
payload-84,E,125.0285,1746420157.8720179
payload-85,B,20.0030,1746420157.928751
payload-85,C,163.0165,1746420157.928751
payload-85,D,129.0180,1746420157.928751
payload-85,E,126.0285,1746420157.928751
payload-86,B,20.0030,1746420157.9863732
payload-86,C,163.0165,1746420157.9863732
payload-86,D,130.0180,1746420157.9863732
payload-86,E,127.0285,1746420157.9863732
payload-87,B,20.0030,1746420158.0431402
payload-87,C,163.0165,1746420158.0431402
payload-87,D,131.0180,1746420158.0431402
payload-87,E,128.0285,1746420158.0431402
payload-88,B,20.0030,1746420158.0970318
payload-88,C,163.0165,1746420158.0970318
payload-88,D,132.0180,1746420158.0970318
payload-88,E,129.0285,1746420158.0970318
payload-89,B,20.0030,1746420158.154623
payload-89,C,163.0165,1746420158.154623
payload-89,D,133.0180,1746420158.154623
payload-89,E,130.0285,1746420158.154623
payload-90,B,20.0030,1746420158.208045
payload-90,C,163.0165,1746420158.208045
payload-90,D,134.0180,1746420158.208045
payload-90,E,185.0150,1746420158.208045
payload-91,B,20.0030,1746420158.2651289
payload-91,C,164.0165,1746420158.2651289
payload-91,D,135.0180,1746420158.2651289
payload-91,E,185.0150,1746420158.2651289
payload-92,B,20.0030,1746420158.323288
payload-92,C,165.0165,1746420158.323288
payload-92,D,136.0180,1746420158.323288
payload-92,E,185.0150,1746420158.323288
payload-93,B,20.0030,1746420158.380985
payload-93,C,166.0165,1746420158.380985
payload-93,D,137.0180,1746420158.380985
payload-93,E,185.0150,1746420158.380985
payload-94,B,20.0030,1746420158.43947
payload-94,C,167.0165,1746420158.43947
payload-94,D,138.0180,1746420158.43947
payload-94,E,185.0150,1746420158.43947
payload-95,B,20.0030,1746420158.496177
payload-95,C,168.0165,1746420158.496177
payload-95,D,139.0180,1746420158.496177
payload-95,E,185.0150,1746420158.496177
payload-96,B,20.0030,1746420158.5561972
payload-96,C,169.0165,1746420158.5561972
payload-96,D,140.0180,1746420158.5561972
payload-96,E,185.0150,1746420158.5561972
payload-97,B,20.0030,1746420158.613439
payload-97,C,170.0165,1746420158.613439
payload-97,D,141.0180,1746420158.613439
payload-97,E,185.0150,1746420158.613439
payload-98,B,20.0030,1746420158.67074
payload-98,C,171.0165,1746420158.67074
payload-98,D,142.0180,1746420158.67074
payload-98,E,185.0150,1746420158.67074
payload-99,B,20.0030,1746420158.727436
payload-99,C,172.0165,1746420158.727436
payload-99,D,143.0180,1746420158.727436
payload-99,E,185.0150,1746420158.727436
